Teh Kembang Bunga Krisan / Chrysanthemum tea instant Goldpine 20sachet,Teh Kemasan,not found
Premium Green Tea/Teh Hijau Kualitas Ekspor 100g,Teh Kemasan,"Deskripsi Premium Green Tea Kualitas Ekspor 100g
Export Quality Tea Series 100g (+- 50 Serving)

""Sinensis Green Tea (GP) "" atau Teh Hijau berasal dari daun tanaman teh Camellia Sinensis yang dipetik dan mengalami proses pemanasan untuk mencegah oksidasi.

Taste :
Rasa yang ringan, creamy, memiliki after taste manis, & sedikit pahit

Cara Konsumsi :
Anda dapat menggunakan air mendidih bersuhu 70-80°C, lalu tuangkan air ke dalam gelas berisikan potongan daun teh 1 sendok (2gram) teh 200ml . Diamkan selama lima menit, lalu saring airnya. Segelas teh nikmat pun siap dihidangkan
Maksimal penyeduhan 2-3 kali


Produk Lainnya :
Black Tea/Teh Hitam Kualitas Ekspor 50g

Green Tea /Teh Hijau Gun Powder Kualitas Ekspor 50g

Fujian Oolong Tea Import 100g

Premium White Tea Silver Needles 50g

Premium Earl Grey Tea 50g

Premium Chamomile Impor Eropa 20g

Premium Baby Chrysanthemums Tea 40g

Premium Rose Bud Tea 40g

Premium Butterfly Pea 20g



Pengiriman:
1. Order Ekspedisi lainnya selain sameday dan instant courier PALING LAMBAT masuk jam 2 sore, lebih dari itu akan dikirim keesokan harinya
2. Packing sudah seaman mungkin dengan bubble wrap & FREE Packaging Kotak sehingga teh tidak hancur di jalan."
Artisan Tea Cafe - Green Tea Lychee Teh Hijau Rasa Leci Enak Wangi 50g,Teh Kemasan,"Artisan Tea Cafe - Indonesian Green Tea Lychee Teh Hijau Leci Indonesia Restaurant Tea 50g cek harga grosir kita

Hi, kini @purematcha_id hadir dengan varian teh artisan blend, teh ini bisa kamu pakai di resto ataupun diminum sendiri. Kami punya varian rasa yang khas dan tentunya meningkatkan nilai jual kamu

Traditional Indonesian Green Tea Lychee asli Indonesia racikan sendiri
Teh Hijau Leci Indonesia
Temp: 80C | Time: 2-3 min | Serving: 1 tsp (2,6gr)
Color: Yellow Green

Daun teh hijau beraroma buah leci.
Karakter teh yang sepet dan vegetal bersama dengan rasa buah leci yang menyegarkan, cocok untuk diminum kapan saja. Teh hijau rasa leci cocok diminum dengan es (dingin) ataupun panas. Tambahkan sedikit gula (sesuai selera) bila ingin menikmati teh manis. Minum teh 2 gelas sehari untuk mendapatkan hasil yang optimal.

Kualitas produk kami adalah daun teh kualitas tinggi , bisa di bandingkan dengan produk teh lainnya.
Dengan harga jual kami bersaing, produk kami cocok bagi yang memiliki usaha horeca (hotel, restoran/ cafe), ataupun untuk konsumsi pribadi.

Beberapa manfaat dari minum teh antara lain:
- Sumber antioksidan dan vitamin C yang tinggi;
- Menurunkan kolesterol dan menjaga tekanan darah;
- Membantu proses pembakaran lemak;
- Mencegah dan menghancurkan sel-sel kanker;
- Mencegah serangan jantung dan penyumbatan arteri;
- Penghalau stress dan mengendurkan syaraf;

Simpan di tempat sejuk dan kering."
Singabera Teh Premium Indonesia - Singabera Nakawani Chai Tea 1 tb,Teh Kemasan,"Singabera Teh Premium Indonesia - Singabera Nakawani Chai Tea 1 teabag

Kemasan 1 teabag untuk sample

Singabera menawarkan varian tak terbatas dari racikan teh yang berasal dari daun teh terbaik yang dipadukan dengan bahan-bahan rempah alami, tumbuhan, bunga, buah-buahan yang berasal dari petani setempat dan komunitas agrikultur dari seluruh Indonesia.

TYPE : Spiced Black Tea
REGION : Various, Indonesia
INGREDIENTS : Black Tea, Ginger, Cardamom, Nutmeg,
Cinnamon, Clove, Fennel, Cumin, Star Anise
STEEPING TIME : 3-4 mins
STEEPING TEMP. : 96'C / 204'F

HIGHLIGHT
Ginger helps warm the body, relieve nausea and fight flu & cold symptoms. Cardamom is
most effective herb to cure indigestion, eliminate bad breath, help reduce blood pressure. Nutmeg may provide relief in insomnia, help to lower blood pressur and dissolve kidney stone.

The sweet spicy flavor of Indonesia's high quality spices mingle with our hand-harvested ginger and black tea blend, creating an Indonesian twist to the classic Indian Masala Chai. The rich and exotic flavor delivers invigorating yet calming energy. Served very well with milk and coconut sugar or honey.
-----------------

Singabera offers an endless selection of tea blend, created from the finest tea leaves and the best natural ingredients: herbs, spices, flowers, fruits and beans, grown naturally by local farmers and communities from across Indonesian archipelago.

Bringing these natural agricultural products to global consumer shall encourage local tea producers and smallholder farmers to consistently produce high quality yield, eventually to help them improve their social and economic welfare.

Produk ini selalu ready stok, apabila ingin membeli dalam jumlah banyak, mohon info sebelumnya v(^.^) selamat menikmati teh dari Singabera"
MaxTea Lemon tea / max tea,Teh Kemasan,"Maxtea lemon tea
Isi 30 sachet @25 gr

Produk yang kami jual dalam kondisi 100% baik, kami menjamin dan menjaga kualitas produk kami. Selama proses packing dan pengiriman pun akan kami lakukan secara maksimal sehingga dipastikan tidak ada kerusakan / hancur. JIka terdapat kerusakan saat produk diterima oleh konsumen, maka hal tersebut di luar tanggung jawab kami."
Teh Sosro Kotak isi 15 Sosro Teh Celup,Daun Teh,not found
Tong Tji Tematik Matcha Latte Pouch,Teh Kemasan,"Sekarang, nikmatin Matcha yang enak, nggak usah ke cafe lho. Karena tematik, ada varian Matcha Latte nya. Tinggal ditambahkan air dan siap dinikmati dimanapun kamu berada.

Harga diatas adalah per pack ( isi 10 sachet ).

* Untuk pertanyaan lebih lanjut, bisa via DM ke akun Instagram : tongtji_id . Terimakasih.

*Untuk kenyamanan penjual dan pembeli. Keluhan/komplain atas barang/ paket rusak ; cacat atau tidak lengkap, akan kami layani atau di follow up apabila disertai dengan bukti rekaman video ketika paket diterima ( sebelum dibuka, direkam dari semua sisi ), ketika proses paket dibuka, kondisi isi paket setelah dibuka dan pengecekan masih-masing item sesuai dengan list pembelian yang kami sertakan. Untuk video tersebut, bisa dikirimkan via email ( chat admin utk email )dgn melampirkan detail nomor order. Terimakasih atas perhatiannya, selamat berbelanja .
#MulaiDariTeh"
300g Pure Korean Tea (barley boricha / corn oksusu cha) import Korea - Corn,Teh Kemasan,"Pure Korean Tea corn
(teh asli dalam bentuk butiran biji)
1kg 100.000
500g 60.000
300g 40.000

Pure Korean Tea barley
(teh asli dalam bentuk butiran biji)
1kg 150.000
500g 90.000
300g 60.000

Pilihan: barley tea / corn tea
Tolong mention mau pilih yg mana dengan mengklik nama varian. Ada perbedaan harga antara corn dan barley

Cara penyajian hanya dengan direbus air saja. Bs disajikan panas / dingin, dengan / tanpa gula

Barley tea: terbuat dari gandum. Biasanya diminum sebagai pengganti kopi namun tidak mengandung kafein
Manfaat barley tea: teh ini diminum secara rutin oleh org korea seperti air putih. Sangat baik untuk detox dan antioksidan. Dapat menurunkan berat badan, mengatur kadar gula dalam darah, menurunkan kolestrol & membantu agar tidur lebih baik

Corn tea: terbuat dari jagung dengan rasa mild dan sedikit manis
Manfaat corn tea: baik untuk kulit & pencernaan, menurunkan darah tinggi, mengurangi rasa lelah, baik untuk kesehatan alat pencernaan
Bisa membuat kulit halus dan baik buat diet"
KAZU Hojicha Powder - 100% Japanese Premium Hojicha Powder 100g,Teh Bubuk,"100% bubuk teh hojicha premium asli Jepang!!
Roasted green tea powder tanpa ada tambahan campuran apapun.
Hojicha terbuat dari daun teh panggang yang digilling hingga menjadi bubuk yang halus. Partikelnya yang halus membuat rasanya relatif lebih kuat dari daun teh lainnya. Bisa digunakan sebagai teh, campuran bahan makanan lain seperti ice cream, cookies, cake, dsbg.

Kualitas produk kami adalah daun teh kualitas tinggi , bisa di bandingkan dengan produk teh lainnya. Dengan harga jual yang bersaing, produk kami cocok bagi yang memiliki usaha horeca (hotel, restoran/ cafe), ataupun untuk konsumsi pribadi.

Beberapa manfaat dari minum teh antara lain:
- Sumber antioksidan dan vitamin C yang tinggi;
- Menurunkan kolesterol dan menjaga tekanan darah;
- Membantu proses pembakaran lemak;
- Mencegah dan menghancurkan sel-sel kanker;
- Mencegah serangan jantung dan penyumbatan arteri;
- Penghalau stress dan mengendurkan syaraf;

Saran Penyajian:
Gunakan perbandingan 2-3gram teh untuk 60-70ml air.
Temperatur penyeduhan untuk hojicha powder yang optimum adalah 85-90 C.
Kocok menggunakan whisker hingga merata. Teh siap dikonsumsi.

Cara Penyimpanan:
Tutup packaging hingga rapat bila sudah dibuka.
Simpan di tempat yang kering dan sejuk, hindari cahaya matahari secara langsung"
Sariwangi Teh Mawar Celup Isi 25 multipack,Teh Kemasan,"Isi paket :
4 pcs Sariwangi Teh Mawar Celup Isi 25

Baru! SariWangi Teh Mawar. Keharuman bunga mawar pilihan dalam secangkir teh hangat, untuk mempererat kasih sayang keluarga. Karena hanya SariWangi Teh Mawar terbuat dari teh hitam berkualitas yang berpadu sempurna dengan aroma manis mawar pilihan, hasilkan rasa teh nikmat pilihan keluarga yang menenangkan hati dan pererat kasih sayang

Detail:
- Terbuat dari daun teh berkualitas dan Aroma Manis Mawar Pilihan
- Tanpa Pewarna Dan Tanpa Bahan Pengawet
- Isi 25"
